,Placement,Team,Score,TitleEligibile,Year,Event,Date,Division
1,2,Barbara Reinhold & Dibs,132.2,XQ-WLP Expert,2020,"Detroit, Michigan",10/19/2019,Light Plastic (Women's)
2,3,Barbara Reinhold & Salty,129.4,XQ-WLP Expert,2020,"Detroit, Michigan",10/19/2019,Light Plastic (Women's)
3,4,Deneane Hart & Apex,125.7,XQ-WLP Expert,2020,"Detroit, Michigan",10/19/2019,Light Plastic (Women's)
4,5,Barbara Reinhold & Happy,124.7,XQ-WLP Expert,2020,"Detroit, Michigan",10/19/2019,Light Plastic (Women's)
5,6,Barbara Reinhold & Whip,0.0,,2020,"Detroit, Michigan",10/19/2019,Light Plastic (Women's)
0,1*,Mark Reinhold & Rue,172.4,XQ-MM Elite,2020,"Detroit, Michigan",10/19/2019,MicroDog (Men's)
1,2,Mark Reinhold & Whip,151.8,XQ-MM Elite,2020,"Detroit, Michigan",10/19/2019,MicroDog (Men's)
0,1,Barbara Reinhold & Whip,128.9,XQ-WM Elite,2020,"Detroit, Michigan",10/19/2019,MicroDog (Women's)
1,2*,Deneane Hart & Mars,56.1,,2020,"Detroit, Michigan",10/19/2019,MicroDog (Women's)
2,3,Barbara Reinhold & Rue,54.3,,2020,"Detroit, Michigan",10/19/2019,MicroDog (Women's)
0,1*,Matt Bilderback & Mambo #5,235.0,XQ-MUP Expert,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Men's)
1,2,Mark Reinhold & Happy,177.1,XQ-MUP Basic,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Men's)
2,3,Lucas Croft & Sailor,176.7,XQ-MUP Basic,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Men's)
3,4,Vern Bachman & Chuck the Dude,166.4,XQ-MUP Basic,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Men's)
4,5,Mark Reinhold & Salty,166.3,XQ-MUP Basic,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Men's)
5,6,Lucas Croft & Belle,150.0,XQ-MUP Basic,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Men's)
0,1*,Barbara Reinhold & Salty,192.4,XQ-WUP Elite,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Women's)
1,2,Barbara Reinhold & Happy,171.7,XQ-WUP Expert,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Women's)
2,3,Deneane Hart & Apex,153.6,XQ-WUP Expert,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Women's)
3,,Gordon Cheung & Cheers,172.6,XQ-MCP Basic,2020,"Detroit, Michigan",10/19/2019,Unlimited Plastic (Women's)
0,1*,Gordon Cheung & Brag,192.8,XQ-MCP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Men's)
1,2,Gordon Cheung & Crush,181.7,XQ-MCP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Men's)
2,4,Rich Williamson & Duncan,162.0,XQ-MCP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Men's)
3,5,Reid Alexander & Koda,136.0,XQ-MCP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Men's)
4,6,Gordon Cheung & Anastasia,133.4,XQ-MCP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Men's)
5,7,Rich Williamson & Wendel,0.0,,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Men's)
0,1*,Lori Siddons & Crush,141.0,XQ-WCP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Women's)
1,2,Lori Siddons & Anastasia,129.7,XQ-WCP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Women's)
2,3,Lori Siddons & Cheers,122.3,XQ-WCP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Women's)
3,4,Lori Siddons & Brag,112.5,XQ-WCP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Women's)
4,5,Helen Ferguson & Brag,95.2,XQ-WCP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Women's)
5,6,Mary Ann Heather & Crush,92.3,XQ-WCP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Classic Plastic (Women's)
0,1*,Gordon Cheung & Cheers,162.6,XQ-MLP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Men's)
1,2,Gordon Cheung & Anastasia,158.0,XQ-MLP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Men's)
2,3,Gordon Cheung & Crush,155.1,XQ-MLP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Men's)
3,4,Gordon Cheung & Brag,145.3,XQ-MLP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Men's)
4,5,Rich Williamson & Duncan,125.9,XQ-MLP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Men's)
5,6,Steve Lawrence & Berk,120.8,XQ-MLP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Men's)
6,7,Rich Williamson & Wendel,106.7,XQ-MLP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Men's)
0,1,Lori Siddons & Cheers,127.0,XQ-WLP Expert,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Women's)
1,2,Lori Siddons & Brag,126.3,XQ-WLP Expert,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Women's)
2,3,Lori Siddons & Crush,106.8,XQ-WLP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Women's)
3,4,Lori Siddons & Anastasia,95.5,XQ-WLP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Light Plastic (Women's)
0,1*,Don Blewett & Sprocket,65.3,,2020,"Detroit, Michigan (International)",10/19/2019,MicroDog (Men's)
1,2,Gordon Cheung & Rain,0.0,,2020,"Detroit, Michigan (International)",10/19/2019,MicroDog (Men's)
0,1,Lori Siddons & Rain,68.1,XQ-WM Basic,2020,"Detroit, Michigan (International)",10/19/2019,MicroDog (Women's)
1,2*,Sheilagh Sargent & Cindy Lou Who,65.8,XQ-WM Basic,2020,"Detroit, Michigan (International)",10/19/2019,MicroDog (Women's)
2,3,Carol Lawrence & Newman,9.1,,2020,"Detroit, Michigan (International)",10/19/2019,MicroDog (Women's)
0,1*,Rich Williamson & Duncan,163.1,XQ-MUP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Unlimited Plastic (Men's)
1,2,Gordon Cheung & Brag,159.3,XQ-MUP Basic,2020,"Detroit, Michigan (International)",10/19/2019,Unlimited Plastic (Men's)
2,3,Gordon Cheung & Cheers,118.8,,2020,"Detroit, Michigan (International)",10/19/2019,Unlimited Plastic (Men's)
3,4,Gordon Cheung & Anastasia,0.0,,2020,"Detroit, Michigan (International)",10/19/2019,Unlimited Plastic (Men's)
0,1*,Lori Siddons & Brag,132.5,XQ-WUP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Unlimited Plastic (Women's)
1,2,Lori Siddons & Cheers,131.2,XQ-WUP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Unlimited Plastic (Women's)
2,3,Lori Siddons & Anastasia,130.1,XQ-WUP Advanced,2020,"Detroit, Michigan (International)",10/19/2019,Unlimited Plastic (Women's)
0,1*,Lucas Croft & Sailor,192.2,XQ-MCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Men's)
1,2,Paul Agnew & Ra'z,191.8,XQ-MCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Men's)
2,3,Dean Shavit & Summer Lightning,186.8,XQ-MCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Men's)
3,4,Frank Montgomery & Jagger,152.5,XQ-MCP Basic,2019,World Championship,9/17/2019,Classic Plastic (Men's)
4,5,Dean Shavit & Billie Jean,147.4,XQ-MCP Basic,2019,World Championship,9/17/2019,Classic Plastic (Men's)
5,6,Bryan Smith & Eevie,145.1,XQ-MCP Basic,2019,World Championship,9/17/2019,Classic Plastic (Men's)
6,7,Jairo Aldemar Pinilla Pedraza & Jazz,140.7,XQ-MCP Basic,2019,World Championship,9/17/2019,Classic Plastic (Men's)
7,8,Lucas Croft & Belle,130.1,XQ-MCP Basic,2019,World Championship,9/17/2019,Classic Plastic (Men's)
8,9,Tony Kelso & Ace,112.0,,2019,World Championship,9/17/2019,Classic Plastic (Men's)
9,10,Mark Reinhold & Shiner,99.5,,2019,World Championship,9/17/2019,Classic Plastic (Men's)
10,11,Preston Dean & Keno,0.0,,2019,World Championship,9/17/2019,Classic Plastic (Men's)
11,11,Gordon Cheung & Vengeance,0.0,,2019,World Championship,9/17/2019,Classic Plastic (Men's)
0,1,Jenelle Miller & Floss,205.8,XQ-WCP Elite,2019,World Championship,9/17/2019,Classic Plastic (Women's)
1,2,Jenelle Miller & Flo,185.3,XQ-WCP Elite,2019,World Championship,9/17/2019,Classic Plastic (Women's)
2,3,Kirby McIlveen & Sora,174.8,XQ-WCP Expert,2019,World Championship,9/17/2019,Classic Plastic (Women's)
3,4,Lori Siddons & Karma,158.1,XQ-WCP Expert,2019,World Championship,9/17/2019,Classic Plastic (Women's)
4,5,Barbara Reinhold & Rue,155.2,XQ-WCP Expert,2019,World Championship,9/17/2019,Classic Plastic (Women's)
5,6,Barbara Reinhold & Salty,151.6,XQ-WCP Expert,2019,World Championship,9/17/2019,Classic Plastic (Women's)
6,7,Jessica Wackerman & Piper,143.9,XQ-WCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Women's)
7,8,Barbara Reinhold & Whip,136.6,XQ-WCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Women's)
8,9,Lori Siddons & Mercy,131.3,XQ-WCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Women's)
9,10,Jackie Rodeffer-Scheetz & Zorro,130.9,XQ-WCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Women's)
10,11,Tammy Montgomery & Skeeter,126.6,XQ-WCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Women's)
11,12,Stephanie Carbaugh & Payton,126.5,XQ-WCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Women's)
12,13,Jessica Wackerman & Sailor,123.7,XQ-WCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Women's)
13,14,Criss Brown & Riot,123.5,XQ-WCP Advanced,2019,World Championship,9/17/2019,Classic Plastic (Women's)
14,15,Danielle Etzel & Jura,104.1,XQ-WCP Basic,2019,World Championship,9/17/2019,Classic Plastic (Women's)
15,16,Jenelle Miller & Enzo,0.0,,2019,World Championship,9/17/2019,Classic Plastic (Women's)
0,1,Preston Dean & Keno,230.1,XQ-MLP Elite,2019,World Championship,9/17/2019,Light Plastic (Men's)
1,2,Preston Dean & Force,222.2,XQ-MLP Elite,2019,World Championship,9/17/2019,Light Plastic (Men's)
2,3,Jairo Aldemar Pinilla Pedraza & Jazz,198.4,XQ-MLP Expert,2019,World Championship,9/17/2019,Light Plastic (Men's)
3,4,Gordon Cheung & Vengeance,169.2,XQ-MLP Advanced,2019,World Championship,9/17/2019,Light Plastic (Men's)
4,5,Tony Kelso & Ace,167.2,XQ-MLP Advanced,2019,World Championship,9/17/2019,Light Plastic (Men's)
5,6,Paul Agnew & Ra'z,164.8,XQ-MLP Advanced,2019,World Championship,9/17/2019,Light Plastic (Men's)
6,7,Dean Werts & Limit,164.6,XQ-MLP Advanced,2019,World Championship,9/17/2019,Light Plastic (Men's)
7,8,Albert Testar & Tanner,129.6,XQ-MLP Basic,2019,World Championship,9/17/2019,Light Plastic (Men's)
8,9,Chris Carr & Quiz,128.8,XQ-MLP Basic,2019,World Championship,9/17/2019,Light Plastic (Men's)
9,10,Mark Reinhold & Shiner,0.0,,2019,World Championship,9/17/2019,Light Plastic (Men's)
10,10,Albert Testar & Chester,0.0,,2019,World Championship,9/17/2019,Light Plastic (Men's)
0,1,Jenelle Miller & Floss,188.7,XQ-WLP Elite,2019,World Championship,9/17/2019,Light Plastic (Women's)
1,2,Jenelle Miller & Swing,186.4,XQ-WLP Elite,2019,World Championship,9/17/2019,Light Plastic (Women's)
2,3,Barbara Reinhold & Happy,177.6,XQ-WLP Expert,2019,World Championship,9/17/2019,Light Plastic (Women's)
3,4,Jamee Salley & Miss Suzie Q,145.0,XQ-WLP Expert,2019,World Championship,9/17/2019,Light Plastic (Women's)
4,5,Lori Siddons & Vengeance,142.6,XQ-WLP Expert,2019,World Championship,9/17/2019,Light Plastic (Women's)
5,6,Jackie Rodeffer-Scheetz & Zorro,133.1,XQ-WLP Expert,2019,World Championship,9/17/2019,Light Plastic (Women's)
6,7,Stephanie Carbaugh & Solo,131.1,XQ-WLP Expert,2019,World Championship,9/17/2019,Light Plastic (Women's)
7,8,Jessica Wackerman & Piper,126.0,XQ-WLP Expert,2019,World Championship,9/17/2019,Light Plastic (Women's)
8,9,Madisyn Bracey & Icee,125.0,XQ-WLP Expert,2019,World Championship,9/17/2019,Light Plastic (Women's)
9,10,Barbara Reinhold & Salty,123.5,XQ-WLP Expert,2019,World Championship,9/17/2019,Light Plastic (Women's)
10,11,Criss Brown & Riot,113.7,XQ-WLP Advanced,2019,World Championship,9/17/2019,Light Plastic (Women's)
11,12,Louise Andrews & Fiz,94.0,XQ-WLP Advanced,2019,World Championship,9/17/2019,Light Plastic (Women's)
12,13,Jessica Wackerman & Sailor,0.0,,2019,World Championship,9/17/2019,Light Plastic (Women's)
13,13,Barbara Reinhold & Whip,0.0,,2019,World Championship,9/17/2019,Light Plastic (Women's)
14,13,Lori Siddons & Karma,0.0,,2019,World Championship,9/17/2019,Light Plastic (Women's)
0,1,Terry Cole & Percy Jackson,205.8,XQ-MM Elite,2019,World Championship,9/17/2019,MicroDog (Men's)
1,2,Dean Werts & Siri,196.5,XQ-MM Elite,2019,World Championship,9/17/2019,MicroDog (Men's)
2,3,Jeff Hill & Key,174.8,XQ-MM Elite,2019,World Championship,9/17/2019,MicroDog (Men's)
3,4,Chris Carr & Payton,161.0,XQ-MM Elite,2019,World Championship,9/17/2019,MicroDog (Men's)
4,5,Frank Montgomery & Chicklet,150.8,XQ-MM Elite,2019,World Championship,9/17/2019,MicroDog (Men's)
5,6,Frank Montgomery & Bil Boy Blu,135.7,XQ-MM Elite,2019,World Championship,9/17/2019,MicroDog (Men's)
6,7,Bob Bradley & Wynn,135.5,XQ-MM Elite,2019,World Championship,9/17/2019,MicroDog (Men's)
7,8,Eliko Cohen & Bagheera,131.8,XQ-MM Elite,2019,World Championship,9/17/2019,MicroDog (Men's)
8,9,Tom Schultz & Muffin,0.0,,2019,World Championship,9/17/2019,MicroDog (Men's)
9,9,Jeff Savage & Miss Ruby,0.0,,2019,World Championship,9/17/2019,MicroDog (Men's)
10,9,Albert Testar & Chester,0.0,,2019,World Championship,9/17/2019,MicroDog (Men's)
0,1,Jenelle Miller & Blink,192.0,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
1,2,Kirby McIlveen & Key,178.5,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
2,3,Barbara Reinhold & Whip,164.5,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
3,4,Jenelle Miller & Bongo,155.5,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
4,5,Barbara Reinhold & Rue,140.0,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
5,6,Stephanie Carbaugh & Payton,135.3,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
6,7,Melissa Petersen & Canyon,130.3,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
7,8,Madisyn Bracey & Percy Jackson,112.2,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
8,9,Criss Brown & Bentley,109.3,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
9,10,Donna Bradley & Wynn,107.9,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
10,11,Jamee Salley & Miss Ruby,103.2,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
11,12,Louise Andrews & Blink,99.2,XQ-WM Elite,2019,World Championship,9/17/2019,MicroDog (Women's)
12,13,Criss Brown & Chester,0.0,,2019,World Championship,9/17/2019,MicroDog (Women's)
13,13,Deneane Hart & Mars,0.0,,2019,World Championship,9/17/2019,MicroDog (Women's)
14,13,Criss Brown & Bill Boy Blue,0.0,,2019,World Championship,9/17/2019,MicroDog (Women's)
0,1,Preston Dean & Keno,231.6,XQ-MUP Expert,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
1,2,Preston Dean & Limit,227.2,XQ-MUP Expert,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
2,3,Dean Shavit & Summer Lightning,187.4,XQ-MUP Advanced,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
3,4,Preston Dean & Force,183.2,XQ-MUP Advanced,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
4,5,Dean Shavit & Billie Jean,176.2,XQ-MUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
5,6,Mark Reinhold & Happy,176.0,XQ-MUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
6,7,Chris Carr & Payton,175.8,XQ-MUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
7,8,Lucas Croft & Sailor,173.0,XQ-MUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
8,9,Gordon Cheung & Vengeance,171.2,XQ-MUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
9,10,Juan Carlos Ortiz B Arreto & Kandela,170.4,XQ-MUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
10,11,Bryan Smith & Eevie,150.5,XQ-MUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
11,12,Albert Testar & Tanner,148.1,XQ-MUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
12,13,Gordon Cheung & Anastasia,147.8,XQ-MUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
13,14,Dennis LaPoma & Piper,0.0,,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
14,14,Bob Bradley & Jack,0.0,,2019,World Championship,9/17/2019,Unlimited Plastic (Men's)
0,1,Jenelle Miller & Flo,208.3,XQ-WUP Elite,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
1,2,Jenelle Miller & Floss,180.3,XQ-WUP Elite,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
2,3,Barbara Reinhold & Whip,180.2,XQ-WUP Elite,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
3,4,Barbara Reinhold & Salty,169.6,XQ-WUP Expert,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
4,5,Jenelle Miller & Swing,168.2,XQ-WUP Expert,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
5,6,Barbara Reinhold & Rue,167.4,XQ-WUP Expert,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
6,7,Kirby McIlveen & Sora,166.2,XQ-WUP Expert,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
7,8,Barbara Reinhold & Happy,162.9,XQ-WUP Expert,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
8,9,Lori Siddons & Karma,138.9,XQ-WUP Advanced,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
9,10,Jackie Rodeffer-Scheetz & Zorro,131.3,XQ-WUP Advanced,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
10,11,Lori Siddons & Anastasia,128.2,XQ-WUP Advanced,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
11,12,Melissa Petersen & The Mouse,126.4,XQ-WUP Advanced,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
12,13,Stephanie Carbaugh & Quiz,124.4,XQ-WUP Advanced,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
13,14,Danielle Etzel & Jura,118.7,XQ-WUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
14,15,Jamee Salley & Miss Suzie Q,117.9,XQ-WUP Basic,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
15,16,Stephanie Carbaugh & Solo,99.3,,2019,World Championship,9/17/2019,Unlimited Plastic (Women's)
0,1*,Gary Duke & Red,242.9,XQ-MCP Expert,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
1,2*,Gary Duke & Moss,233.3,XQ-MCP Expert,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
2,3*,Preston Dean & Keno,223.2,XQ-MCP Expert,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
3,4*,Gary Duke & Eurie,220.7,XQ-MCP Expert,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
4,5*,Gary Duke & Chartreuse,216.1,XQ-MCP Expert,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
5,6*,Paul Agnew & Ra'z,206.0,XQ-MCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
6,7,Preston Dean & Force,197.8,XQ-MCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
7,7,Gordon Cheung & Anastasia,195.0,XQ-MCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
8,7,Gordon Cheung & Thunder,183.8,XQ-MCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
9,7,Darron Barrus & The Goon,176.8,XQ-MCP Basic,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
10,7,Albert Testar & Darci-Lynn,169.2,XQ-MCP Basic,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
11,7,Dennis LaPoma & Piper,139.3,XQ-MCP Basic,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
12,7,Albert Testar & Tanner,121.6,XQ-MCP Basic,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
13,7,Christopher Brownlee & Amelia Airheart,0.0,,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
14,7,Mark Reinhold & Happy,0.0,,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
15,7,Darron Barrus & The Machine,0.0,,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Men's)
0,1*,Jenelle Miller & Enzo,183.3,XQ-WCP Elite,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
1,2*,Jenelle Miller & Floss,165.7,XQ-WCP Expert,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
2,3*,Kirby McIlveen & Sora,141.7,XQ-WCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
3,4*,Jackie Rodeffer-Scheetz & Zorro,138.0,XQ-WCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
4,5*,Barbara Reinhold & Whip,133.5,XQ-WCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
5,6*,Lori Siddons & Karma,132.9,XQ-WCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
6,7,Lori Siddons & Anastasia,126.8,XQ-WCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
7,8,Lori Siddons & Vengeance,124.7,XQ-WCP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
8,9,Madisyn Bracey & Amelia Airheart,109.8,XQ-WCP Basic,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
9,10,Eva Muenker & Gusto,107.7,XQ-WCP Basic,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
10,11,Madisyn Bracey & Icee,104.8,XQ-WCP Basic,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
11,12,Louise Andrews & Blink,99.3,XQ-WCP Basic,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
12,13,Eva Muenker & Pilar,75.5,,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
13,14,Louise Andrews & Fiz,0.0,,2019,"East Ridge, Tennessee",9/16/2019,Classic Plastic (Women's)
0,1*,Preston Dean & Force,252.8,XQ-MLP Elite,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
1,2*,Gary Duke & Red,248.7,XQ-MLP Elite,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
2,3*,Gary Duke & Chartreuse,235.5,XQ-MLP Elite,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
3,4*,Preston Dean & Keno,212.2,XQ-MLP Elite,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
4,5*,Dean Werts & Limit,209.4,XQ-MLP Expert,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
5,6*,Gary Duke & Moss,203.2,XQ-MLP Expert,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
6,7,Dean Shavit & Summer Lightning,184.7,XQ-MLP Expert,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
7,8,Lucas Croft & Sailor,183.5,XQ-MLP Expert,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
8,9,Terry Cole & Percy Jackson,178.4,XQ-MLP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
9,10,Albert Testar & Riot,176.7,XQ-MLP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
10,11,Dennis LaPoma & Piper,175.1,XQ-MLP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
11,12,Gordon Cheung & Anastasia,173.1,XQ-MLP Advanced,2019,"East Ridge, Tennessee",9/16/2019,Light Plastic (Men's)
